,smiles,per_inh
1124,Cc1nc2nc(N)nc(N)c2c(C)c1Cc1cccc(F)c1.Cl,0.65
1125,Cc1nc2nc(N)nc(N)c2c(C)c1Cc1cccc(C(F)(F)F)c1.Cl,0.65
1126,COc1ccc(Cc2cnc3nc(N)nc(N)c3c2C)cc1.Cl,0.65
1127,CCCn1cc2c(ccc3nc(N)nc(N)c32)n1,0.65
1128,CC(C)n1cc2c(ccc3nc(N)nc(N)c32)n1,0.65
1129,Nc1nc(N)c2c(Cl)c(N3CCOCC3)ccc2n1,0.65
1130,Nc1nc(N)c2c(Oc3cccnc3)cccc2n1,0.65
1131,Nc1nc(N)c2c(ccc3c2ccn3Cc2cccc3ccccc23)n1,0.65
1132,Cc1cc(NC2CCN(Cc3ccccc3)CC2)nc(NCCCCc2ccccc2)n1,0.65
1133,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2Cl)CC1,0.65
1134,Nc1ncc(-c2ccc(Cl)c(Cl)c2)c(N)n1,0.65
1135,CO/C(=C\C=C/c1cc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NC1CC(C)(C)N(C)C(C)(C)C1,0.65
1136,COc1cc(C(=O)NC2CC(C)(C)N(C)C(C)(C)C2)ccc1-c1cc2cc(Cl)c(Cl)cc2[nH]1,0.65
1137,COc1ccc2nc(N=C3NC(c4ccccn4)(c4ccccn4)C(=O)N3C)[nH]c2c1,0.65
1138,Cl.N#Cc1ccc2c(c1)CCN(CCC1CCC(Nc3ncnc4ccccc34)CC1)C2,0.65
1139,CN(C)CCCOc1ccc(CN2CC[C@H](NC(=O)c3ccc(Cl)c(Cl)c3)C2)cc1Cl.O=C(O)C(F)(F)F,0.65
1140,COc1cc(NCC2(CNCc3cn(Cc4ccccc4)c4ccccc34)CCCCC2)nc2ccccc12.Cl,0.65
1141,CC(C)(NCc1ccc(OC(F)(F)F)cc1)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1.Cl,0.65
1142,CN1CCC(C(=O)N(Cc2ccc(-c3ccc(CNCCc4ccccc4)cn3)cc2)C2Cc3ccccc3C2)CC1.O=C(O)C(F)(F)F,0.65
1143,CNC(=S)NN=C(C)c1ccccn1,0.64
1144,Br.CC(C)(C)c1ccc(OCCCON2C(=N)N=C(N)NC2(C)C)c(C(C)(C)C)c1,0.64
1145,Br.CCCc1cc(C)ccc1OCCCON1C(N)=NC(N)=NC1(C)C,0.64
1146,Br.CCc1ccc(OCCCON2C(=N)N=C(N)NC2(C)C)cc1,0.64
1147,Br.Cc1cccc2c(CON3C(N)=NC(N)=NC3(C)C)cccc12,0.64
1148,Br.C=CCc1cc(C)ccc1OCCCON1C(N)=NC(N)=NC1(C)C,0.64
1149,CC1(C)N=C(NC(=O)c2ccc([N+](=O)[O-])cc2)N=C(N)N1OCc1ccc2ccccc2c1,0.64
1150,CC1(C)NC(N)=NC(=N)N1OCc1ccc(-c2ccccc2)cc1,0.64
1151,Cc1ccc(CON2C(=N)N=C(N)NC2(C)C)cc1C.Cl,0.64
1152,Br.CC1(C)NC(N)=NC(=N)N1OCCCOc1cc(Cl)ccc1Cl,0.64
1153,Br.CC(CON1C(N)=NC(N)=NC1(C)C)c1ccc(Cl)cc1Cl,0.64
1154,CC1(C)N=C(N)N=C(N)N1OCCCc1ccccc1.Cl,0.64
1155,Br.CC(CCON1C(N)=NC(N)=NC1(C)C)c1ccc(Cl)cc1,0.64
1156,Br.CN(CCON1C(=N)N=C(N)NC1(C)C)c1ccccc1,0.64
1157,Br.COc1ccc(CCON2C(=N)N=C(N)NC2(C)C)cc1OC,0.64
1158,Br.CC1(C)NC(N)=NC(=N)N1OCCCOc1ccccc1Cl,0.64
1159,CC(C)C(=O)ONC1=NC(=N)N(OCCCOc2cc(Cl)c(Cl)cc2Cl)C(C)(C)N1,0.64
1160,CC(C)C(=O)ONC1=NC(C)(C)N(OCCCOc2cc(Cl)c(Cl)cc2Cl)C(NOC(=O)C(C)C)=N1,0.64
1161,Br.Cc1cc(C)c(C)c(OCCCON2C(=N)N=C(N)NC2(C)C)c1C,0.64
1162,Cl.NCC(=O)c1cc2c(cc1N)OCCO2,0.64
1163,O=C(Nc1cccc(-c2csc(-c3nc4ccccc4[nH]3)c2)c1)c1ccncc1,0.64
1164,N#Cc1cccc(NC(=O)Nc2ccc(-c3cccc(-c4nc5cc(F)ccc5[nH]4)c3)cc2)c1,0.64
1165,Cc1ccccc1C1CCN(C2CCC(NC(=O)/C=C/c3ccc(C(F)(F)F)cc3)CC2)CC1,0.64
1166,COc1ccc(-c2csc(C(=O)NC3CCC(N4CCC(c5ccccc5C)CC4)CC3)c2)cc1,0.64
1167,Cl.Oc1ccc(CCNc2nc(NCCCOc3ccccc3-c3ccc(C(F)(F)F)cc3)nc(N3CCNCC3)n2)cc1,0.64
1168,CC(C)(C(=O)Nc1ccc(C2CCC(NCC3CC3)CC2)c(Cl)c1)c1ccc(C(F)(F)F)cc1,0.64
1169,CCCc1c(C(=O)Nc2ccc3c(c2)CCN(C2CCC2)CC3)cnn1-c1ccc(Cl)cc1.O=C(O)C(F)(F)F,0.64
1170,O=C(/C=C/c1ccc(C(F)(F)F)cc1)NCCCCCN1CCCN(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)CC1,0.64
1171,CC(C)N1CCN(c2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)c(C(F)(F)F)c2)CC1.Cl,0.64
1172,O=C(Nc1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1)c1cnn2cccnc12,0.64
1173,Cc1cccc2nc(-c3cccc(-c4ccc(NC(=O)c5cccnc5)cc4)c3)[nH]c12,0.64
1174,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(N4CCOCC4)cc3)nc21,0.64
1175,CCOC(=O)Cn1ccc2c(NCc3ccccc3)nc(C)nc21,0.64
1176,Cc1nc2nc(N)nc(N)c2c(C)c1Cc1ccc(O)cc1.Cl,0.64
1177,Cc1nc2nc(N)nc(N)c2c(C)c1Cc1cccc(C#N)c1.Cl,0.64
1178,CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1O.Cl,0.64
1179,CCCCCc1cnc2nc(N)nc(N)c2c1C.Cl,0.64
1180,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.64
1181,N#Cc1ccc(Cn2ccc3c4c(N)nc(N)nc4ccc32)cc1,0.64
1182,CC(C)n1ncc2c3c(N)nc(N)nc3ccc21,0.64
1183,CCCCc1ccc(Cc2cnc3nc(N)nc(N)c3c2C)cc1,0.64
1184,COc1ccc(Cc2c(N)nc3nc(N)nc(N)c3c2C)cc1.Cl,0.64
1185,Cc1nc(N)nc(N)c1-c1ccc(Br)c([N+](=O)[O-])c1,0.64
1186,Oc1ccccc1CN(CCCN(Cc1ccccn1)Cc1ccccc1O)Cc1ccccn1,0.64
1187,C=C(C)Cn1cc(C2CCN(CCN3CCC(CNC(=O)c4ccc(-c5ccc(C#N)cc5)cc4)CC3)CC2)c2ccccc21,0.64
1188,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(-c3ccncc3)cc(-c3cccnc3)c1)CC2,0.64
1189,CO/C(=C\C=C\c1cc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NC1CC(C)N(C)C(C)C1,0.64
1190,Cl.Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl,0.64
1191,CC(=O)c1ccc2c(c1)CCN(CCC1CCC(NC(=O)c3cc4ccccc4[nH]3)CC1)CC2.Cl,0.64
1192,CCOc1cc(C(=O)NC2CC(C)(C)N(C)C(C)(C)C2)ccc1-c1nc2cc(Cl)c(Cl)cc2[nH]1,0.64
1193,O=C(NC1CCCCC1)N(Cc1cccc(-c2cccc(CNC3CCCC3)c2)c1)C1CCN(Cc2ccccc2)CC1.O=C(O)C(F)(F)F,0.64
1194,CN(C)CCCOc1ccc(CNCC(C)(C)c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)cc1.Cl,0.64
1195,CC(C)(C)NCCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.64
1196,COc1cc2c(cc1OCCN1CCC(N3CCCCC3)CC1)N(C(=O)/C=C/c1ccccc1OC(F)(F)F)CC2.Cl,0.64
1197,CN(C)C(C)(C)CN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(CCc2cccc(F)c2F)nc(=O)c2ccccc21.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.64
1198,Nc1nc(N)c2c(ccc3c2ccn3Cc2ccccc2)n1,0.64
1199,CC(C)c1nc2c(N)nc(N)nc2nc1N,0.64
1200,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1nc2ccc(Cl)cc2s1,0.63
1201,Br.CC(C)(C)c1ccc(Cn2c(=N)n(CC(=O)c3ccc(-c4ccccc4)cc3)c3ccccc32)cc1,0.63
1202,COc1ccc(-c2csc(NC(=O)CCC(=O)O)n2)cc1OC,0.63
1203,CCOc1ccc(-c2cc3nc(C4CCNCC4)c(C(=O)Nc4ccc(C)cc4Cl)cn3n2)cc1.Cl,0.63
1204,CCOC(=O)c1ccc(OCCOc2ccccc2)cc1,0.63
1205,COc1c(C=NNc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)ccc(Br)c1O,0.63
1206,Br.CCc1cccc(OCCCON2C(=N)N=C(N)NC2(C)C)c1,0.63
1207,Br.CC1(C)N=C(N)N=C(N)N1OCc1cccc2c1ccc1ccccc12,0.63
1208,CCOC(=O)NC1=NC(C)(C)N(OCCCOc2ccc(C)cc2C)C(NC(=O)OCC)=N1,0.63
1209,Cc1nc(N)nc(N)c1OCc1cccc2ccccc12.Cl,0.63
1210,Br.CCOc1ccc(OCCCON2C(=N)N=C(N)NC2(C)C)cc1,0.63
1211,CCOC(=O)NC1=NC(=N)N(OCCCOc2cc(Cl)c(Cl)cc2Cl)C(C)(C)N1,0.63
1212,CCOC(=O)NC1=NC(C)(C)N(OCCCOc2cc(Cl)c(Cl)cc2Cl)C(NC(=O)OCC)=N1,0.63
1213,Br.CC(C)(C)c1ccccc1OCCCON1C(=N)N=C(N)NC1(C)C,0.63
1214,NC(=O)c1ccc(C(=O)Nc2cccc(-c3cccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)c3)c2)cc1,0.63
1215,Cc1[nH]c2c(NCc3ccc(F)cc3)nccc2c1C,0.63
1216,COc1ccc(CNCc2ccc(-c3ccc(-c4nc5ccccc5[nH]4)cc3)cc2)cc1.O=C(O)C(F)(F)F,0.63
1217,Cc1cccc2nc(-c3cccc(-c4ccc(NC(=O)Nc5ccc(Cl)cc5)cc4)c3)[nH]c12,0.63
1218,N#Cc1cccc(NC(=O)Nc2ccc(-c3csc(-c4nc5ccccc5[nH]4)c3)cc2)c1,0.63
1219,O=C(Nc1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1)NC1CC1c1ccccc1,0.63
1220,COc1ccccc1C1CCN(C2CCC(NC(=O)/C=C/c3ccc(C(F)(F)F)cc3F)CC2)CC1,0.63
1221,Cc1ccccc1C1CCN(C2CCC(NC(=O)/C=C/c3ccccc3C(F)(F)F)CC2)CC1,0.63
1222,Cc1cccc2nc(-c3ccc(-c4ccc(CN5CCN(CC6CCCN(C)C6)CC5)cc4)s3)[nH]c12.O=C(O)C(F)(F)F,0.63
1223,Cc1ccc(C(=O)Nc2ccc(OC3CCN(CCC(C)C)C3)c(Cl)c2)cc1.O=C(O)C(F)(F)F,0.63
1224,COc1ccc(Nc2ncc(OC)c(Nc3ccccc3C(N)=O)n2)cc1N1CCN(C)CC1.O=CO,0.63
1225,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN(C(C)C)C(C)C)cc4)c3)cc21,0.63
1226,CC(C)N1CCN(c2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2Cl)CC1.Cl,0.63
1227,O=C(CNC(=O)c1ccc(O)cc1)Nc1cccc(-c2cccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)c2)c1,0.63
1228,O=C(Nc1ccc(-c2cccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)c2)cc1)c1ccncc1,0.63
1229,O=C(Nc1cccc(-c2cccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)c2)c1)c1ccc(=O)[nH]n1,0.63
1230,CC(=O)N(C)c1cccc(C(=O)Nc2cccc(-c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cc3)c2)c1,0.63
1231,Cc1nnsc1C(=O)Nc1ccc(-c2ccc(-c3nc4cccc(C)c4[nH]3)s2)cc1,0.63
1232,Cc1nc2nc(N)nc(N)c2c(C)c1Cc1ccccc1I.Cl,0.63
1233,CCC(O)(C#Cc1c(C)nc(N)nc1N)CC,0.63
1234,COCn1ccc2c3c(N)nc(N)nc3ccc21,0.63
1235,CCOc1ccc(Cc2c(C)nc3nc(N)nc(N)c3c2C)cc1.Cl,0.63
1236,Cc1nc2nc(N)nc(N)c2c(C)c1Cc1ccccc1Cl.Cl,0.63
1237,CC(C)N(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(Cl)c(Cl)c1,0.63
1238,CC(=NNC(=S)NC(C)(C)C)c1ccccn1,0.63
1239,CC(C)Cn1ncc2c3c(N)nc(N)nc3ccc21,0.63
1240,CCCCc1ccc(-c2c(N)nc(N)nc2CC)cc1,0.63
1241,CCCCCCCCNCCCSCCCNCCCCCCCC.Cl,0.63
1242,Cc1ccc(O)cc1Nc1ccnc2cc(-c3nccs3)ccc12.Cl,0.63
1243,Cc1ccc(C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4ccc(Cl)cc4)cc3)CC2)c(OCC2CC2)c1.Cl,0.63
1244,OCCc1ccc(Nc2nccc(-c3nnc4ccccn34)n2)cc1,0.63
1245,Cc1ccc(OC2CCN(CCCCC3(C)C(=O)Nc4ccccc43)CC2)cc1.Cl,0.63
1246,O=C(Cn1c(CCc2cccc(F)c2F)nc(=O)c2ccccc21)N(CCN1CCCC1)Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.63
1247,Cn1c(Nc2cc(C(C)(C)C)on2)nc2cc(Nc3ccnc(Nc4cccc(CS(C)(=O)=O)c4)n3)ccc21,0.63
1248,Cc1cc(Br)cnc1CCCCNC1=NC(=O)CN1C,0.63
1249,O=C(OCc1ccccn1)c1nc2ccccc2[nH]1,0.63
1250,Br.CC1(C)N=C(N)N=C(N)N1OCC=Cc1ccccc1,0.62
1251,Br.C[C@@H](COc1ccc(-c2ccccc2)cc1)CON1C(N)=NC(N)=NC1(C)C,0.62
1252,Oc1c(C(Nc2nc3ccccc3s2)c2ccc(OC(F)F)cc2)ccc2cccnc12,0.62
1253,CC1CCN(CCCNc2ccc(C(=O)Nc3ccc(C(F)(F)F)cc3)cc2[N+](=O)[O-])CC1,0.62
1254,Br.CCSc1ccccc1CON1C(=N)N=C(N)NC1(C)C,0.62
1255,CC1N=C(N)N=C(N)N1OCc1ccccc1.Cl,0.62
1256,CCCc1cc(C)ccc1OCCCON1C(NC(=O)OCC)=NC(NC(=O)OCC)=NC1(C)C,0.62
1257,Cc1nc(N)nc(N)c1OCCCCOc1ccccc1.Cl.O,0.62
1258,Br.Cc1cc(Br)c(OCCCON2C(=N)N=C(N)NC2(C)C)c(Br)c1,0.62
1259,CCCCCCOc1ccc(/C(N)=N\Cc2ccccc2)c2c1CCCC2.Cl,0.62
1260,Br.CC1(C)NC(N)=NC(=N)N1OCCOc1ccc(Cc2ccccc2)cc1,0.62
1261,Br.CC1(C)NC(N)=NC(=N)N1OCCCCCCOc1ccc(Cl)c2ccccc12,0.62
1262,Br.CC1(C)NC(N)=NC(=N)N1OCCCc1cccc(C(F)(F)F)c1,0.62
1263,Br.N=C1N=C(N)NC2(CCCCC2)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,0.62
1264,Br.CC1(C)NC(N)=NC(=N)N1OCCCOc1cc(Cl)cc(Cl)c1,0.62
1265,COc1ccc(CNC2CCN(C)CC2)cc1-c1ccc(S(=O)(=O)NCc2ccccc2)s1.O=C(O)C(F)(F)F,0.62
1266,CC(C)(C)OC(=O)[C@H](CC(N)=O)NC(=O)c1ccc(-c2ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)s2)cc1,0.62
1267,CCOC(=O)c1ccc(NC(=O)Nc2cccc(-c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cc3)c2)cc1,0.62
1268,CCN(CCO)CCc1cccc(Nc2nccc(-c3c(-c4ccc(NC(=O)C(C)(C)C)cc4)nn4ccccc34)n2)c1.Cl,0.62
1269,CN1CCC(N2CCN(Cc3ccc(-c4ccc(-c5nc6ccccc6[nH]5)s4)cc3)CC2)CC1.O=C(O)C(F)(F)F,0.62
1270,CN1CCC(N2CCN(Cc3ccc(-c4ccc(-c5nc6cc(F)ccc6[nH]5)s4)cc3)CC2)CC1.O=C(O)C(F)(F)F,0.62
1271,COc1ccc(Nc2nc(NC3CCN(C)CC3)cc(-c3ccc(OC)cc3)n2)cc1,0.62
1272,CN1C2CCC1c1cc(NC(=O)c3cc(-c4ccc(Cl)cc4)cs3)ccc12.O=C(O)C(F)(F)F,0.62
1273,Cc1ccc(NC(=O)N2CCCN(CCCCCNC(=O)/C=C/c3ccc(Cl)c(Cl)c3)CC2)cc1C,0.62
1274,O=C(/C=C/c1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(NC(=S)Nc2ccc(Cl)cc2)CC1,0.62
1275,CC(C)c1ccc(NC(=O)c2cccc(CN3CCCN(CC4CCCCC4)CC3)c2)cc1.O=C(O)C(F)(F)F,0.62
1276,CCc1ccc(NC(=O)c2cccc(CN3CCCN(CC4CCCCC4)CC3)c2)cc1.O=C(O)C(F)(F)F,0.62
1277,COCCOc1ccc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nn4ccccc34)n2)cc1F,0.62
1278,O=C(CN1CCCCC1)Nc1ccc(Nc2nccc(NCC(O)c3ccccc3)n2)cc1,0.62
1279,O=C(Cn1c(CCc2cccc(F)c2F)nc(=O)c2ccccc21)N(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C1CCN(C2=NCCS2)CC1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.62
1280,Cn1cccc1C(=O)C(=O)Nc1cccc(-c2ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)cc2)c1,0.62
1281,Cc1nnsc1C(=O)Nc1cccc(-c2ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)cc2)c1,0.62
1282,Cc1nnsc1C(=O)Nc1cccc(-c2ccc(-c3nc4cc(F)ccc4[nH]3)s2)c1,0.62
1283,Cc1nc(C)n(CC(=O)Nc2cccc(-c3cccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)c3)c2)n1,0.62
1284,Cc1nc(N)nc(N)c1-c1cc(Cl)c(N)c(Cl)c1,0.62
1285,Cc1nc2nc(N)nc(N)c2c(C)c1Cc1ccc(Cl)cc1.Cl,0.62
1286,Cc1nc2nc(N)nc(N)c2c(C)c1Cc1ccccc1.Cl,0.62
1287,CCC(C)(C)c1ccc2nc(N)nc(N)c2c1C,0.62
1288,CCc1cc2c3c(N)nc(N)nc3ccc2n1CC,0.62
1289,CCN(CC)c1ccc2nc(N)nc(N)c2c1Cl.Cl,0.62
1290,CCOCn1c(-c2ccccc2)cc2c3c(N)nc(N)nc3ccc21,0.62
1291,COc1ccc(OC)c(Cc2cnc3nc(N)[nH]c(=O)c3c2C)c1,0.62
1292,Cl.O=C(NCCCCN1CCC(c2ccc3c(c2OC(=O)c2ccc(NC(=O)c4ccc(Cl)cc4)cc2)CCCC3)CC1)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1,0.62
1293,O=C(NCCCCN1CCC(c2ccc3c(c2OCc2ccncc2)CCCC3)CC1)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1,0.62
1294,COc1ccccc1C1CCN(Cc2csc(NC(=O)c3ccc(-c4ccc(C(F)(F)F)cc4)cc3)n2)CC1,0.62
1295,Cl.O=c1nc(NCCCNCc2cc3c(Cl)cc(Cl)cc3[nH]2)[nH]c2ccsc12,0.62
1296,O=C(c1cc2ccccc2o1)N1CCc2cc3nccc(N4CCN5CCC[C@H]5C4)c3cc21,0.62
1297,CN1CCN(CCCN(Cc2cccc(-c3ccc(CNC4CCCC4)cc3)c2)C(=O)/C=C/c2ccccc2)CC1.O=C(O)C(F)(F)F,0.62
1298,CC(C)CNCc1ccc(-c2cccc(CN(C(=O)CCC3CCCC3)C3CCN(Cc4ccccc4)CC3)c2)cc1.O=C(O)C(F)(F)F,0.62
1299,COc1ccc(C(=O)NCC(C)(C)c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)cc1OCCN(C(C)C)C(C)C.Cl,0.62
1300,CC(C)N1CCC(N(Cc2ccc(-c3ccc(Cl)cc3)cc2)C(=O)Cn2c(CCc3cccc(F)c3F)cc(=O)c3ccccc32)CC1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.62
1301,Cn1nc(-c2ccc(NC(=O)Nc3ccc4ccccc4c3)c(F)c2)c2cnc(NCCN3CCOCC3)nc21.O=C(O)C(F)(F)F,0.62
1302,Cc1ccc(CN2CCN(Cc3cccc(NC(=O)c4ccc5ccccc5c4)c3)CC2)cc1C.O=C(O)C(F)(F)F,0.62
1303,Nc1nc(N)c2cc(CNc3ccc(Cl)c(Cl)c3)ccc2n1,0.62
1304,CC(C)C(=O)NC(c1ccc(N(C)C)cc1)c1cc(Cl)c2cccnc2c1O,0.61
1305,Cl.O=C(CNC1CCCCC1)c1ccc(O)c(O)c1,0.61
1306,CC(Nc1cc(-c2ccccn2)nc(-c2ccccn2)n1)c1ccccc1,0.61
1307,O=C(Nc1cc(Oc2ccc(O)cc2)cc([N+](=O)[O-])c1)c1cc(-c2ccc(F)cc2)no1,0.61
1308,CSc1nccc(-c2ccc(S(=O)(=O)NC3CCC(CN4CCC(c5c[nH]c6ccccc56)CC4)CC3)s2)n1,0.36
1309,CSc1nccc(-c2ccc(S(=O)(=O)NC3CCC(CN4CCC(c5c[nH]c6ccccc56)CC4)CC3)s2)n1,0.61
1310,Br.CC1(C)NC(N)=NC(=N)N1OCCCCCOc1ccccc1,0.61
1311,Br.CCCc1cc(C(C)=O)ccc1OCCCON1C(=N)N=C(N)NC1(C)C,0.61
1312,Br.C=CCc1cc(Br)ccc1OCCCON1C(N)=NC(N)=NC1(C)C,0.61
1313,CCC(ON1C(N)=NC(N)=NC1(C)C)c1ccccc1,0.61
1314,Br.Cc1ccc(OCCCCON2C(=N)N=C(N)NC2(C)C)cc1C,0.61
1315,Br.COc1ccc(CCCON2C(=N)N=C(N)NC2(C)C)cc1,0.61
1316,Br.CC(CON1C(N)=NC(N)=NC1(C)C)Cc1ccc(Cl)cc1Cl,0.61
1317,Br.CCCOC(=O)c1ccc(OCCCON2C(=N)N=C(N)NC2(C)C)cc1,0.61
1318,CC(C)c1cccc(C(C)C)c1NC(=O)NNC(=O)c1ccc(CCN2CCC(c3nc(COCC(F)(F)F)c(-c4ccc(F)cc4)o3)CC2)cc1,0.61
1319,CN1CCC(NCc2cccc(-c3ccc(S(=O)(=O)NCc4ccccc4)cc3)c2)CC1.O=C(O)C(F)(F)F,0.61
1320,O=C(O)C(F)(F)F.O=S(=O)(NCCN1CCCC1)c1ccc(-c2ccc(CNC3Cc4ccccc4C3)cc2)cc1,0.61
1321,COc1ccc(CNCc2ccc(F)cc2)cc1-c1ccc(S(=O)(=O)NCCN2CCCC2)s1.O=C(O)C(F)(F)F,0.61
1322,O=C(O)C(F)(F)F.c1cc(-c2ccc(CN3CCN(c4ccncc4)CC3)cc2)cc(-c2nc3ccccc3[nH]2)c1,0.61
1323,O=C(Nc1ccsc1)Nc1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1,0.61
1324,Cc1cccc2nc(-c3cccc(-c4ccc(NC(=O)Nc5ccc(F)c(F)c5F)cc4)c3)[nH]c12,0.61
1325,O=C(Nc1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1)Nc1ccc(Cl)c(Cl)c1,0.61
1326,COc1ccccc1C1CCN(C2CCC(NC(=O)c3cc(-c4ccc(Cl)cc4)cs3)CC2)CC1,0.61
1327,Cc1ccccc1C1CCN(C2CCC(NC(=O)/C=C/c3ccc(F)cc3)CC2)CC1,0.61
1328,CC(C)(C)c1ccc(CN2CCC(CNC(=O)c3cc(-c4ccccc4C(F)(F)F)cs3)C2)cc1.O=C(O)C(F)(F)F,0.61
1329,COc1c(C2CCN(CCCCNC(=O)c3cc(-c4ccc(Cl)cc4)sc3C)CC2)ccc2c1CCCC2,0.61
1330,Cc1ccc(C(C)C)c(Oc2ccc3nc(N)nc(N)c3c2)c1,0.61
1331,O=C(/C=C/c1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(NC(=O)Nc2cccc(C(F)(F)F)c2)CC1,0.61
1332,COc1ccc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nn4ccccc34)n2)cc1Cl,0.61
1333,CC(C)(C)c1ccc(NC(=O)c2cccc(CN3CCCN(Cc4cccc(Cl)c4)CC3)c2)cc1.O=C(O)C(F)(F)F,0.61
1334,O=C(NCCCCCN1CCCN(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)CC1)C1CC1c1ccc(Cl)c(Cl)c1,0.61
1335,C[C@H](CNc1ccnc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1)c1ccccc1.O=CO,0.61
1336,CCC(CC)n1c(C)cc2c3c(N)nc(N)nc3ccc21,0.61
1337,COc1ccc(Cc2c(C)nc3nc(N)nc(N)c3c2C)cc1.Cl,0.61
1338,C=CC[C@H](NC(=O)c1ccc(NS(=O)(=O)c2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)OCCCC,0.61
1339,COCCOc1nc(N)nc2ncc(Cc3cc(OC)ccc3OC)c(C)c12,0.61
1340,Nc1nc(N)c2c3c(cnc2n1)CCCC3,0.61
1341,CCc1nc(N)nc(N)c1CCCOc1ccccc1Cl.Cl,0.61
1342,Nc1nc(N)c2c(ccc3c2ccn3CCCCO)n1,0.61
1343,CCC(CC)n1cc2c(ccc3nc(N)nc(N)c32)n1,0.61
1344,Nc1nc(N)c2c(ccc3c2ccn3CCCF)n1,0.61
1345,CN(c1ccc2c(c1)nc(NCc1ccccc1)n2C)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1.Cl,0.61
1346,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCC(c2cccc(NC(C)=O)c2)CC1.O=C(O)/C=C\C(=O)O,0.61
1347,CO/C(=C\C=C\c1cc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NCCCN1CCN(c2cccc(OC)c2)CC1,0.61
1348,O=C(/C=C/c1ccc(Cl)c(Cl)c1)NCC1CCCC(CN2CCC(c3c[nH]c4ccccc34)CC2)C1,0.61
1349,CO/C(=C\C=C\c1cc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NCCCN1CCN(c2cccc(CCO)c2)CC1,0.61
